id,name,address,postal_code,latitude,longitude,star,review_count
O6obMXRKCnLMygvm2fSp0w,Brick & Barley,201 E Baseline Rd,85283,33.3778109,-111.9371266,3.0,172
57dbqYYLpyvTH5RRKkIWrg,Taco Bell,855 W. Baseline,85283,33.37804,-111.95152,2.0,30
ACb637NG7EnswRs8U_BX_w,Bar Louie - Tempe Marketplace,2000 Rio Salado Pkwy,85281,33.4334240833,-111.9015310238,3.0,517
4V5qDGHJ-JOJL5Wowcbjzg,Snakes & Lattes Tempe,20 W 6th St,85281,33.4244501702,-111.9409320876,4.0,305
EzDB473FaSTyRisDW1Q7FQ,Venezia Bakery - Wholesaler,207 S Siesta Ln,85281,33.4282664,-111.8931426,5.0,4
OD09pm-MzynigAvD5KoGPA,Maskadores Taco Shop,818 W Broadway Rd,85282,33.407829,-111.9508984,4.5,608
WBxR9IC6E9-4szNzq7_Y3Q,Lemongrass Thai Cafe,818 W Broadway Rd,85282,33.4078244,-111.9508984,4.0,123
O3PiNOj1vv5dCCywdw3_og,Panda Express,908 E Broadway Ave,85282,33.4075706,-111.9257712,2.5,66
oz-U184llqjVIt398hLntQ,Sub Factory,2155 E University Dr,85281,33.4213255,-111.8932437,4.0,9
0ebavvJVXAzKKQ8C9cOt6g,Chopstick Express,939 E Guadalupe Rd,85283,33.3631188,-111.9276224,3.0,163
CMCAZVvZlP0ztWo6fhwnGg,Kneaders Bakery and Cafe - Tempe,2030 E Elliot Rd,85283,33.3497773,-111.9010337,3.0,184
ia1Q47ANt6OZDMpQPzkqJQ,Pizza Hut,1712 E Guadalupe Rd,85283,33.3644412677,-111.913171,3.0,16
9KYaQI1qUalKuE_tGIXsZQ,Moe's Southwest Grill,325 W Elliot Rd,85284,33.3490842,-111.9449183,2.5,11
nz3eymBb37bKlp20QAdVhg,Sauce Pizza & Wine,705 S Myrtle Ave,85281,33.4227597,-111.9377857,4.0,5
SFF55aiTPLvxX5b4pbpvDA,Coco's Family Restaurant,1525 W Elliot Rd,85284,33.3476324,-111.9644229,2.5,11
tS2Y2hMWZMvwjiY3z6LuUg,Regions Bistro & Bar,690 South Mill Ave.,85281,33.4233153,-111.9402738,2.5,25
21A_bgVrD_zNrg8zK0QA2Q,Pizza Chicago,1428 Scottsdale Rd,85281,33.4450556,-111.9269229,2.0,4
TFKB3U0th0ryO5Nb9Qghtg,Kuka Sushi & Izakaya,1221 E Apache Blvd,85281,33.414523,-111.919447,4.5,131
u22akZ9o7DPQ3En_9AQ1lg,Revo Pizzabar,200 E 5th St,85281,33.4256819545,-111.9368303195,4.0,32
x60RbvQEFlvImnqzuBVk3Q,Nekter Juice Bar,2000 E Rio Salado Pkwy,85281,33.433628,-111.901586,4.0,116
0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,1043 E Lemon St,85281,33.4167343,-111.9220042,4.0,218
2GmGT-7QjowR1ihup3FbVA,Haji-Baba,1513 E Apache Blvd,85281,33.4142711,-111.9134509,4.5,869
x9p1WdRz7FSRy0Q38PiGlA,Potbelly Sandwich Shop,1717 S Rural Rd,85281,33.409667,-111.926046,4.0,107
uLL2uKqYnPAFwBw11LzDUQ,Gus's New York Pizza,933 E University Dr,85281,33.4212807328,-111.9258832846,2.5,145
2CNaSduqZIsCRuNvdO_TAQ,Chipotle Mexican Grill,2020 E Elliot Rd,85284,33.3498103,-111.9016262,2.5,51
q6igRYs2UTO-4nTwlttrAQ,Pancheros Mexican Grill,555 N Scottsdale Rd,85281,33.434369,-111.925584,3.5,112
bZ3-_GQZkHv5YI_zzqLNWA,The Mission at Minder Binder,715 S Mcclintock Dr,85281,33.4227863,-111.9081097,4.0,176
SC6tscP1fuJXTmAd0tcoMQ,Big Belly's BBQ,1323 W University Dr,85281,33.421676,-111.959765,3.5,10
fSJFRzOF92gBuJ2ePitCEQ,Flame Broiler,1537 W Broadway Rd,85282,33.407148498,-111.9654689357,3.0,61
Rj3wnYT1QAxpJlRT5mMc-g,Harlow's Cafe,1021 W University Dr,85281,33.4215877,-111.9531486,4.0,506
emMNb3q6cbEDZyc_JAgoww,Lucky Break Bar,1807 E Baseline Rd,85283,33.3774883907,-111.9073137338,3.0,156
WWqdy9PKOSyhLgHIGaNFrA,Oliveo Grill,933 E University Dr,85281,33.4214242,-111.924865,3.0,187
Un-n51GNA0xx0mDOpGKUXA,Subway,5000 S Arizona Mills Cir,85282,33.383472,-111.96442,3.0,4
tWiFat101ID5w_wgAPMXhA,Ted's Hot Dogs,1755 E Broadway Rd,85282,33.4071015546,-111.909668432,4.0,726
9hPqmpOpH-POC0D0nlix3A,Silver Mine Subs,655 W Warner Rd,85284,33.3329516,-111.9472856,3.5,13
cbbidA4huw2XQQWlmbUQgw,Cervantes Restaurant,3318 S Mill Ave,85282,33.3922751,-111.9399062,2.5,26
kPBJwCX3CW5ejO6jdMgTwQ,Mika's Greek,3118 S Mill Ave,85282,33.394867,-111.9406085,4.5,97
Zw9wEAk9L6oTZi63f4zVvA,YZ's Hot Pot & BBQ,937 E Broadway Rd,85282,33.406526,-111.924348,3.5,113
1zsM7weLS8fNHomDAqCh4Q,Blasted Barley Beer Company,404 S Mill Ave,85281,33.4267811,-111.9408348,3.5,293
jCg6MSfu3fgXxO2QrpDV7w,Li's Asian,7650 S McClintock Dr,85284,33.3479553,-111.9121462,4.0,113
yzgiakgxJnZKa7gn6bo7dw,Kyoto Bowl,3101 S Mill Ave,85282,33.396253,-111.9396252,2.5,50
kJf1FCI1pR6ZnNknjFmpmw,Paradise Bakery & Cafe,5000 S Arizona Mills Cir,85282,33.3832233,-111.9643825,2.5,9
Cdywb13_07M1_g3U85VKTA,Hong Kong Asian Diner,9880 S Rural Rd,85284,33.32217891,-111.9293281809,3.5,132
GibwaDiqJJ_62x0h3oCyxA,Panda Express,1714 E Guadalupe Rd,85283,33.3642689,-111.9124434,2.0,49
im5wDqyQOWVL_OEAB1vOXQ,The Flame Broiler,1342 West Warner Rd,85284,33.3350123,-111.9620302,3.5,54
I14y3K9JbDVlwzRQuFhBgw,Someburros,1314 S Rural Rd,85281,33.4139133,-111.9267016,3.0,71
wd-pzPYNehT6QTsc1qr7pA,Serranos Mexican Food,6440 S Rural Rd,85283,33.362493,-111.929061,3.5,174
Jm8q8_hOH8VPmLSTMqF9vA,El Pollo Loco,5130 S Mcclintock Dr,85282,33.378719,-111.9096767,3.0,45
0TBTV3q6QXCn9vNhy3Xi2w,Caf\u00e9 Lalibela,849 W University Dr,85281,33.4213360711,-111.9516148853,4.5,506
cTgTtdw_O-C7VO3oNzGRvg,Starters Sports Bar and Grill,1400 S McClintock Dr,85281,33.4131529,-111.9095379,4.0,33
EyE2NntpQyVPaLX7gSC9dA,Sa Bai On The Fly,1740 E Broadway Rd,85282,33.4079762,-111.9104873,4.0,162
GAPwjahm6fywOttzPCJLNw,Arizona Sandwich,1101 W University Dr,85281,33.4217299,-111.95432,4.0,3
CaF9FC8GEBfDDbptPgkgBw,Applebee's Grill + Bar,1655 W Elliot,85284,33.348729,-111.965406,2.5,107
8F-CalsRSKiPjjsx8ql8Lg,Five Guys,680 Mill Ave,85281,33.424197,-111.940242,3.0,142
3IY-JtcZHBOSzFD53SSXLA,US Fries Tempe,414 S Mill Ave,85281,33.4259647,-111.9402513,4.0,111
ezc3rnDuDLvlj_kcoQO-_Q,Sunbar Tempe,24 W 5th St,85281,33.425868,-111.9409309,4.0,12
7SfpjStnkYSPZwEDSklHWA,Salsitas,1030 W Broadway Rd,85281,33.407811,-111.954719,3.0,7
ImLXYkhmd9ELwL3b9xAmsQ,Tempe Meadows,1490 E Weber Dr,85281,33.4440839,-111.914724,4.5,33
4K5NUsinIgtq-yuxdp2HdA,Fuzzy's Taco Shop,414 S Mill Ave,85281,33.4259647,-111.9402513,3.5,418
aqMfCbFNeWn1a4Evds83fg,Ike's Love & Sandwiches,699 S Mill Ave,85281,33.4237298,-111.9396558,4.5,322
Ps4tmjscZNPHKF2rCS8tnA,Mad Hatter Brew Pub,502 S College Ave,85281,33.4251549,-111.93526,3.0,58
WMXEeBFSuzfvP9uK4B6ZwA,Hogi Yogi,5128 S Rural Rd,85282,33.3792519,-111.9299424,3.0,3
xYpAg60oZVbOtSYgrOKBgQ,India's Flame,4427 S Rural Rd,85282,33.383254,-111.9252542,4.5,179
19rzu0wtv24oe7ffxVmh_A,Carniceria Sonora,3135 S 48th St,85282,33.3945872,-111.9778197,4.5,24
DThHiM4U2cY6uVKl4GERIQ,Farmer Brothers Coffee Company,1060 W Alameda Dr,85282,33.4004028,-111.9547643,4.0,4
i066yR2IDP4FWt6p-k9aFg,Ike's Love & Sandwiches,7420 S Rural Rd,85283,33.350447,-111.92938,4.0,530
GC9Re0tKAnecMww3DB638g,Jalsa Ice Cream and Bakery,1805 E Elliot Rd,85284,33.3477919604,-111.9105679541,3.5,41
VEorEVsg8z7Ame1oSYNBdA,MOD Pizza,2000 E Rio Salado Pkwy,85281,33.432309,-111.904907,4.5,107
3TxhQKVNLKqRKITPrZQlGg,Trailer Park Restaurant,1001 E. 8th St.,85281,33.4199328,-111.9232096,3.5,25
lCxtNddU4aDWMCgnzRYbsw,Paldo Market,9 E Southern Ave,85282,33.3928601,-111.9376982,4.5,23
IlYNJUylnAinXsuytty70Q,Chen's Noodle House,1043 E Lemon St,85281,33.4161597,-111.92244,4.5,145
44zSIjPU09F2UBYUn_KZ3Q,Salazar Bros Mexican Food,2700 W Baseline Rd,85282,33.3792202,-111.9767429,4.0,20
SoCVWvr5f5lYJEY_62bgAw,Bacus Bros Hotdogs and Beer,414 S Mill Ave,85281,33.4259647,-111.9402513,4.5,49
leDMYX5D-ziaYMgIWo73pQ,Dunkin',1335 W. University Dr,85281,33.4212545,-111.9603069,3.0,52
FFy_b5ylhCYUrAjbJSEvOw,Which Wich,222 S Mill Ave,85281,33.4280646,-111.9404186,3.5,67
GC6p25n0QNhRWZw6YMuMcw,Mission Grille,60 E 5th St,85281,33.4266911015,-111.939145228,3.5,22
ke0VibsrfCMh5FMWOLh1Ag,Domino's Pizza,930 W Broadway Rd,85282,33.4078922,-111.9539189,3.0,41
kj1p6NwUGROOoqNySf0I1Q,Yupha's Thai Kitchen,1805 E Elliot Rd,85284,33.3478604381,-111.9095867334,4.0,728
bqMEml5HIFSMo4CPfjlG0A,Chill,3141 S McClintock Dr,85282,33.3947699,-111.9088938,4.5,52
OoKNxTMu5YAaNgQKQ4SrzA,Desert Roots Kitchen,414 S Mill Ave,85281,33.4259738171,-111.940346,4.5,285
3ec0-EeGT2SG3gjyo_eJ1Q,Sammy D's All-American Saloon,930 E University Dr,85281,33.4224038,-111.9252456,4.5,9
93kdIq8Ao3KJgXWiuD4ZIw,Happy Joes's Pizza & Ice Cream,1806 E Southern Ave,85282,33.3939384655,-111.9077808997,3.0,33
syQBNfPzUKGnZE6w8cLuYA,Filiberto's Mexican Food,1158 W. Washington St,85282,33.442613,-111.955344,2.5,53
I7ZzsHeuf1IQyrG3JyECmg,Maskadores Taco Shop,1721 E Warner Rd,85284,33.3339566125,-111.9134266574,4.5,208
y-5xgUA-5TblxftyC6VjVw,Sabuddy,825 W University Dr,85281,33.4216507,-111.9511572,4.5,5
6Z3lZEEIKv6opbyavmnGbA,Monkey Pants Bar & Grill,3223 S Mill Ave,85281,33.393621,-111.938547,3.5,226
nVHILciYkw3WHugGCqtBTw,ATL Wings,655 W Warner Rd,85284,33.3329445882,-111.9474961032,4.5,37
DS0E9qEyVTyV_BGWoPgjGQ,Kyoto Bowl,1245 W Elliot Rd,85284,33.348672,-111.957814,2.5,43
GjjSC7aAXdff8jERc3URYw,Culver's,630 E Southern Ave,85282,33.393482,-111.929865,4.0,100
diAJlvbE8UrRQ9RN2nZ5Tw,The Normal,Graduate Tempe,85281,33.4142827,-111.9361832,3.5,273
75ibA4xCKllkq97xsSe1Jw,Suki Hana,5000 S Arizona Mills Cir,85282,33.3831468,-111.9647254,3.0,6
EIvHIqxB1n7lfECTt8Ssuw,Papa John's Pizza,843 W University Dr,85281,33.4212346,-111.9514806,2.5,26
vY4MVT7UoQzlDHwhB8QlPA,Jack in the Box,942 E Broadway Rd,85282,33.4077510808,-111.9248270988,2.5,24
Cl5PHhHfOzimUTCWjC5yNA,Hungry Howie's Pizza,1045 Lemon St,85281,33.416116,-111.9222302,2.5,176
dEq4Yj50tWOSzxqXloahsw,Classic Italian Pizza,1030 E Baseline Rd,85283,33.3796037,-111.9222579,3.5,109
hvsWk3gyVQ5_rl64I72mPA,IKEA Restaurant,2110 W Ikea Way,85284,33.3406452,-111.9701824,5.0,5
DEeGnshpgUOIOjhq_dd5Ug,DOZO Izakaya,440 W Warner Rd,85284,33.3350535,-111.9445749,4.0,299
Hjfp1i2kVSyZCH5d-MC42g,Sacred Pi,6434 S McClintock Dr,85283,33.3623276,-111.9126642,4.0,131
ef9bmkR23POPI4uSEC5k5A,5 R Cha Thai Diner,203 E7th St,85281,33.422959,-111.936464,4.0,14
momjERcb6G6ienrfPuNArw,Pho Da Lat,7707 S Kyrene Rd,85284,33.3479984,-111.9450763,3.5,371
vQbRA1rqSFz7R5JNyaNILg,Great Steak,2000 E. Rio Salado Parkway,85281,33.4329265,-111.9055755,2.5,10
SzHP4_x-ECuBDVK6npb-Ow,Lo Cascio's Italian Restaurant,2210 N Scottsdale Rd,85281,33.4532764,-111.9268652,3.5,65
vcMD6mZfvjtAxuCMoAfSNA,My Big Fat Greek Express,227 E Baseline Rd,85283,33.3782241,-111.936102,3.5,89
lh7UAXqacmmccb4y0sn4NA,Jack in the Box,1350 W Broadway Rd,85282,33.4076488,-111.9603572,3.0,4
m-KkjBgtiRhtXA10_jwh2Q,McDonald's,1205 S Rural Rd,85280,33.4157852,-111.9259083,1.5,63
n2HYWIzqvLcGJ0LqDMihVQ,Yatai Ramen,1101 W University Dr,85281,33.4217179,-111.9543218,4.5,31
HKoPaMZc1iG8XYzYRhwBKw,Rosati's Pizza,8750 S McClintock Dr,85284,33.3353104653,-111.9117858633,3.0,18
fBxDUu5ftmNHbbX5qD_FcA,Mark's Cafe,6340 S Rural Rd,85283,33.365051,-111.929165,4.5,528
SFwOkS8pe25qpaSRZ_gGsA,Silver Mine Subs,3415 S McClintock Dr,85281,33.3917177901,-111.9083056874,2.5,51
APM7r0DaFgwHk8fzvjBphA,Illegal Pete's Mill,525 S Mill Ave,85281,33.4246117,-111.9397639,4.0,76
ePjHWTk1AzpYbuh4lFzhxg,Moroccan Paradise,1212 E Apache Blvd,85281,33.4152426,-111.9196665,4.0,143
UHn33r4edkj5qCOVfhoyKA,Pita University,921 E University Dr,85281,33.4216924,-111.9255006,4.0,21
-tcJmqzfaeEnpFMAelB7bA,Med Fresh Grill,414 S Mill Ave,85281,33.425959,-111.940263,4.0,191
IZq8vOqGy__PMUnYJbiHuw,The Center Bistro,21 E 6th St,85281,33.424159,-111.938545,3.5,25
tgDUi6vtF1cI3DQe5sqQBw,Devil's Pizza Factory,920 E University Dr,85281,33.4222183,-111.9258468,2.0,25
DkclJocfsr7gr1GRAxA5Ew,Stray Cat Bar & Grill,2433 E University Dr,85281,33.4216347,-111.8858437,4.0,29
U6P56MjLrraN0JBNvOjxaA,The Chuck Box,202 E University Dr,85281,33.422317,-111.936309,4.0,775
FKwFWawN_tPiiRneoikcuw,Meat the Pita,524 W Broadway Rd,85282,33.4077786,-111.9468685,4.5,11
riM-pBsdqRRVXtAVbLfsxQ,Chompie's,1160 E University Dr,85281,33.4224209766,-111.9199218246,3.5,749
aYdcqAQbQRSnSz-1Xp65LA,Chick-fil-A,1290 S Normal Ave,85281,33.4179407,-111.9344272,4.0,6
44vEjV59_w0cm_Lhyif3bQ,Senor Taco,1817 E Baseline Rd,85283,33.378262,-111.906901,3.5,149
ssZx3Jzhme38YTbLzaDY6Q,Mamacita's Cantina,216 E University Dr,85281,33.4222752,-111.9360609,3.0,4
OiaoUB_UjY-VZ_xd5WKDmg,Crave Cafe & Lounge,505 S Mill Ave,85281,33.4252092,-111.9398439,3.0,47
j4PI9fjIV3BKYJAHHi8NoQ,Subway Restaurants,808 S Priest,85281,33.4215645,-111.9613316,3.0,12
4A_KR6E3ziZvuNVruEJ2lA,Baja Fresh Express,777 S College Ave,85281,33.4226468,-111.9348002,1.5,3
U6IrfKFT88TV-cWkZb3ZDQ,Little Caesars Pizza,711 E Broadway,85282,33.407227,-111.9272846,2.0,31
ba4jRrqz6xlWgg0YIjAoAw,Barney's Boathouse,216 E University Dr,85281,33.422317,-111.936052,3.0,18
AqYLbchnIxVSBdUJuLVdrA,The Siamese Cat,5034 S Price Rd,85282,33.3803309,-111.8943294,4.0,78
sSZ1dQ6vcqfMmSQENQDBuw,Pho Thang Long,414 S Mill Ave,85281,33.425938,-111.940346,3.0,8
l9B72QwKjUhEA-pLumCa5w,Golden Egg Roll,3320 S Priest Dr,85282,33.3913585246,-111.9612970819,3.0,117
oWxiT2PasutHFyZp8Yh2mA,Salazar Bros Mexican Food,926 E Guadalupe Rd,85283,33.364198,-111.927609,4.5,120
qH-EsuOC3k8ZZVBDuybEYQ,Jack in the Box,901 E Curry Rd,85281,33.4399856,-111.9260445,2.5,13
R-Me-p4Rbb0q-2pjSzyDbw,Jim's Coney Island Cafe,1750 N Scottsdale Rd,85281,33.4486664456,-111.926933522,4.0,129
futvxFkM42RYxXr8ROogBQ,The Munchies Cafe,11 E 6th St,85281,33.424165115,-111.9394583892,3.5,162
3eMNpEW9idRWUx88ZZbVXw,Arby's Roast Beef,2755 W Southern Ave,85282,33.3923064,-111.977815,2.5,3
5Xzjb7ATQHCozQGedQTiyA,Sacks Sandwiches - ASU,35 E 9th St,85281,33.4197593716,-111.939078481,3.5,47
5KgZD0CDNpUjbdV7OjUuXA,Jorge's Chicken and Waffles,1212 E Apache Blvd,85281,33.4152426,-111.9196665,3.5,51
bVwFqYiz9acU1W24ZmYofQ,Pizza Hut,808 W Broadway Rd,85282,33.4076749535,-111.9501765,2.0,24
7BIbvCkI7AXQMVC1-DHpCA,Priya Indian Cuisine,1761 E Warner Rd,85284,33.333854,-111.9123807,3.0,19
pdF7iJgA4ViACgA4t1OymQ,Library Bar & Grill,501 S Mill Ave,85281,33.4253067,-111.9397171,3.0,38
vK1_qKEG7zHvjiTOsN0CRg,Snooze,615 S College Ave,85281,33.4238394936,-111.9348013685,4.5,1168
km4B50FnxFX22hrtZRtiUg,Wasted Grain,526 S Mill Ave,85281,33.424522,-111.940409,2.0,3
SurnOSM2bVVN4-Js3G23RQ,House of Tricks,114 E 7th St,85281,33.4235148,-111.9374375,4.0,1200
FlSC47gipnoXP64XMOXxcA,Sweet Desert Cafe,715 W Baseline Rd,85283,33.3773905977,-111.9500653446,4.5,225
NO_p-D8CCrRuXcQyYZBE5w,Alo Boba,1731 E Broadway Rd,85282,33.4065382,-111.9109119,1.5,3
WrkOKBHkRxhBVpX8qu7zDA,Freshii,1290 S. Normal Ave,60616,33.4176351,-111.9344268,3.0,20
2aLyQgYUNQDc33U0ZxTT3A,French Fry Heaven,681 E Apache Blvd,85281,33.4142651,-111.9289193,3.5,72
zZJlMZ4yXuZ8K9XC4x7SVQ,Jack-In-the Box Drive Thru,1817 E Baseline Rd,85283,33.378081,-111.906887,2.5,16
M1AjFZSo8q1exWuwl1TLEg,Manuel's Mexican Catering Company,2350 E Southern Ave,85282,33.3935275,-111.888252,5.0,4
gpiRpdG-8ccLlmPet0Vp0g,Far East Asian Fire,5000 S Arizona Mills Cir,85282,33.3832288,-111.9643825,1.5,43
6F1wUwVpP2Doz4wBgcu32A,Leo Orchid Nails & Spa,3360 S McClintock Dr,85282,33.3921039,-111.9093945,2.5,14
SKQU3a1CbX3mHxilRvM3GQ,TRES Kitchen + Bar,7192 S Price Rd,85283,33.3549549,-111.8954715,4.5,205
JyaVTsBrys7l73o9eTI3Ag,Hassayampa Dining Center,720 E Apache Blvd,85281,33.4162446912,-111.928674658,2.0,11
6ynY5wyAA04ekrqQkgU7Zg,Angry Shrimp Shack,827 S Rural Rd,85281,33.4213415,-111.925805,3.5,3
jIlk4NUkoShYJVqA0edEpA,Axxio Pizza,2000 E Rio Salado Pkwy,85281,33.424281,-111.924088,3.0,17
yVLbAdSQQURBNWsJIxzmfw,Dragonfly Vietnamese Kitchen,414 S Mill Ave,85281,33.425938,-111.940346,2.5,14
_v1LoEQz_JR1pilS2p3s5A,Venue 104 - A Performance Cafe,940 E University Dr,85281,33.422031,-111.9254576,4.0,4
iNbAht5CVY4KH_cympbHMA,Fired Pie,414 W University Dr,85281,33.4222128593,-111.945333,4.0,61
6KgGE8B1RsR7jc9R5nuH0Q,Ruby Tuesday,4 E University Dr,85281,33.422192,-111.939615,2.5,9
hVC6E29dg5Rx4ADSxt3kTA,Restaurant Mexico,423 S Mill Ave,85281,33.4259416,-111.939699,3.5,178
Xwf022IffmZPq6V25iomDg,Gold Bar Espresso,3141 S McClintock Dr,85282,33.3947794,-111.908588,4.0,226
_nB8HNT2IDRhlAoY9TPYew,Sushi Time,5136 S Rural Rd,85282,33.3784399134,-111.928999825,4.0,183
ZvtELJTUOh0yRrPxyyiakQ,Oregano's Pizza Bistro,1475 W Elliot Rd,85284,33.348618,-111.962625,4.0,409
qYGJCgG24rQlNwWkFFZ3og,Cafe @ Rio,2323 W 14th St,85281,33.4133004,-111.9741695,4.0,10
rz--nAbc7Jx91uQMPRZp8g,Subway Restaurants,3109-3115 South Mill Avenue,85282,33.394867,-111.939097,4.0,11
s6oqPVuLpDRoKnrfFdRIxQ,Garcia's Mexican Restaurants,4400 S Rural Rd,85282,33.3836219,-111.9276757,3.0,25
v0YATh4rCiPlBpSyNmh3tQ,Umami,26 E University Dr,85281,33.4222149,-111.9387333,4.0,124
l_kdNOxfF-KQyCSaAi8TSw,Subway Restaurants,1380 W Elliott Rd,85284,33.3509714,-111.9610056,4.0,5
7CQsM9nN53hOWRzBPSesJw,Papa Murphy's,3128 South Mill Avenue,85282,33.3939206909,-111.9405783699,4.0,12
xGUlFQnGLGnJnvbuvCirsg,Sayuri Sushi Bar,1435 E University Dr,85281,33.4216357,-111.9150474,3.5,26
aXLcRseq_EfurNZ3MEmpxg,The Crepe Club,550 E Tyler Mall,85281,33.4203589097,-111.9314438196,4.0,20
wk49hcW-f1VZG1CeWBzCMg,Bad Mother Cluckers,26 E University Dr,85281,33.422145,-111.938705,4.0,40
mKRKhFuJX4nhJykUvZO8hQ,La Fonda Mexican Foods,1126 N Scottsdale Rd,85281,33.441124,-111.927581,3.5,30
kr6OXeeiBVGTWOsByUl3tQ,Putsy's Chicken Steak Fingers,440 W Warner Rd,85284,33.3350531,-111.9445728,4.5,3
HAN3oWiJthngBAdalP4ggQ,Tempe Mission Palms,60 E 5th St,85281,33.426001,-111.938835,3.5,199
Bq3j-0ocMaHEY1H1x0g1pw,Decio Pasta,5028 S Ash Ave,85282,33.3794263,-111.9429897,5.0,12
acUEny04AjPiKC3zRbDYYw,Burger King,1139 W Broadway Rd,85282,33.4070507679,-111.9572301137,2.0,23
hIgGkG1JnHX4xmVuOgegDw,Forefathers Gourmet Cheesesteaks & Fries,8707 S Priest Dr,85284,33.3356326,-111.962543,4.5,516
Zt4ljpwfmBufatNM1zPNcQ,Picazzo's Healthy Italian Kitchen,440 W Warner Rd,85284,33.3350535,-111.9445749,4.0,367
_GcAYVlZtzmruRQ128KJnA,Barro's Pizza,1006 E Warner Rd,85284,33.3353841,-111.9270761,3.5,11
n_xqf8Es-k2XBOneXfYGRg,Quartiere,2700 S Mill Ave,85282,33.3999340191,-111.9400758013,3.5,102
UY13CTgUqriT-fMxT2APLw,Khai Ho\u00e0n Restaurant,1537 E Apache Blvd,85281,33.4142116,-111.9126567,4.5,484
MedWQ7ljpXnfyNnXPZaBmA,Classic Italian Pizza,6434 S McClintock Dr,85283,33.3623752,-111.9112366,3.5,86
qnql60YyttH_nMfufiHHtw,Sami's Gyros,1158 W Washington St,85281,33.442272,-111.955405,3.0,78
GFsZyatl9BFg9F3rDtR9aQ,Subway Restaurants,1849 E. Guadalupe,85283,33.3633005087,-111.9094659036,3.5,16
vJvEKFtQ8Am95tWEkiwOGA,King's Fish House - Tempe,35 S McClintock Dr,85281,33.4324502274,-111.9060468071,4.0,596
vyHjtNO4TgQSXi27i6Zmjg,Caribbean Palm Tempe,3134 S Mill Ave,85282,33.3947965911,-111.940832669,4.0,23
u9va4ksYFYJe6FkXkHOo7Q,Ny Boyz Subz N Wingz,2070 E Apache Blvd,85281,33.414997,-111.8972768,3.5,14
QYIhMNwxXejDoCr-F1BxDg,Thai Basil,403 W University Dr,85281,33.4215393,-111.9447821,4.0,447
QbtJvTQfTFbPqBhjkI59BA,Zipps Sports Grill,1860 E Warner Rd,85284,33.335595,-111.907285,3.0,266
LxNoSrtJYB7HvP5I-8p-Ow,Andrew's BBQ,730 E Guadalupe Rd,85283,33.3649138593,-111.9305216116,4.0,154
hq17ShjPKHnGn5DGnHrsXw,US Egg,131 E Baseline Rd,85283,33.3778881709,-111.9376153002,4.0,438
XnUb7yulkX8akT0A5RHI8g,Subway Restaurants,818 W Broadway Rd Suite 7,85282,33.407829,-111.9508984,3.0,14
